Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
au,cluster migraine headaches treatment,headaches treatment,,,,,140,54,1.06,0.48,1180000,Informational,"People Also Ask, Related Searches, Video, Image, Video Carousel","0.82,0.82,0.64,0.82,0.82,0.82,1.00,1.00,0.52,0.52,0.52,0.52",90,,
au,headache treatment gold coast,headaches treatment,,,,,140,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.66,0.66,0.53,0.66,1.00",,,
au,spinal headache treatment,headaches treatment,,,,,110,47,0.00,0.00,76100000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, People Also Ask","0.52,0.42,0.66,0.52,0.42,0.42,0.66,0.66,0.33,0.52,1.00,0.42",90,,
au,best headache treatments,headaches treatment,,,,,90,0,0.96,0.68,,,,"0.50,0.50,0.64,0.78,0.64,1.00,1.00,1.00,1.00,0.35,0.35,0.50",,,
au,lower back pain treatment near me,lower back pain treatment near me,,,,,20,0,0.00,0.00,,,,"0.09,0.00,0.09,0.09,0.00,0.09,0.36,0.36,0.27,0.45,0.45,0.45",,,
au,lower lumbar pain exercises,lumbar pain,,,,,3600,52,0.27,0.13,70000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, AI Overview","0.24,0.35,0.81,1.00,0.81,1.00,0.02,0.24,0.81,1.00,0.81,0.53",20,,
au,intense lumbar pain,lumbar pain,,,,,1000,64,0.55,0.32,0,Informational,"Image Pack, Video, Image, Related Searches, Discussions And Forums, AI Overview","1.00,1.00,1.00,1.00,1.00,1.00,0.24,0.67,0.67,0.76,0.55,0.67",90,,
au,left lower lumbar back pain,lumbar pain,,,,,1000,64,0.00,0.00,13600000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Video","0.66,0.80,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",90,,
au,left lower lumbar pain,lumbar pain,,,,,320,50,0.00,0.00,150,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
au,back pain in lumbar spine,lumbar pain,,,,,260,66,0.99,0.28,157000000,Informational,"Related Searches, Image Pack, Video, Featured Snippet, Image, People Also Ask","0.00,0.43,0.66,0.82,1.00,0.53,0.53",80,,
au,lumbar pain,lumbar pain,,,,,260,69,0.00,0.00,120000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.66,0.54,0.66,0.54,0.54,0.54,0.66,0.54,0.29,0.35,0.29,0.66",75,,
au,best mattress for lumbar pain,lumbar pain,,,,,210,28,1.81,1.00,208,Commercial,"AI Overview, Site Links, Video, Image, Popular Products, Related Searches","0.80,0.53,0.65,1.00,1.00,1.00,0.42,0.65,1.00,1.00,0.80,0.65",20,,
au,lumbar pain yoga,lumbar pain,,,,,210,34,0.83,0.08,0,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.82,1.00,0.00,0.00,0.00,0.00,0.00,0.66,0.82,0.82,0.82,0.82",90,,
au,lumbar back pain,lumbar pain,,,,,170,50,0.00,0.00,151,Informational,"AI Overview, Video, Video Carousel, People Also Ask, Related Searches","0.19,0.19,0.19,0.19,0.19,0.02,0.23,0.29,0.19,0.23,0.05,0.04",90,,
au,deadlift lumbar pain,lumbar pain,,,,,140,16,0.68,0.05,7150000,Informational,"Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.80,0.53,0.42,0.53,0.53,0.53,0.42,0.53,0.65,0.53,0.53,0.34",90,,
au,lower lumbar back pain symptoms,lumbar pain,,,,,140,69,0.19,0.12,350000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.44,1.00,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.01",90,,
au,lower lumbar pain when bending over,lumbar pain,,,,,140,36,0.51,0.14,30500000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.66,0.66,0.52,0.66,0.66,0.66,0.52,0.66,0.80,0.80,0.66,0.80",20,,
au,lumbar facet joint pain symptoms,lumbar pain,,,,,140,16,0.00,0.00,152,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, AI Overview","0.80,0.80,0.42,0.53,0.65,0.65,0.65,0.65,0.53,0.53,0.42,0.34",90,,
au,lumbar pain exercises pdf,lumbar pain,,,,,140,39,0.82,0.03,26600000,Informational,"People Also Ask, Related Searches, Image Pack, Video, Image","0.64,0.82,0.64,0.64,0.82,0.82,0.64,0.82,1.00,1.00,0.82,0.82",90,,
au,waking up with lumbar pain,lumbar pain,,,,,140,48,0.46,0.06,152,Informational,"Image Pack, Site Links, Video, Image, Related Searches, Discussions And Forums, AI Overview","1.00,0.66,0.52,1.00,0.66,0.52,0.52,0.52,0.52,0.52,0.52,0.42",20,,
au,what cause lumbar pain,lumbar pain,,,,,140,56,0.00,0.00,207000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.00,0.00,0.54,0.66,1.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00",90,,
au,lumbar fascia pain,lumbar pain,,,,,110,24,0.78,0.03,0,Informational,"Image Pack, Video, Image, Related Searches, Discussions And Forums, AI Overview","0.34,0.42,0.42,0.42,0.42,0.42,0.26,0.42,0.42,0.65,0.53,0.42",90,,
au,left lumbar region pain,lumbar pain,,,,,90,52,0.00,0.33,149,Informational,"AI Overview, Image Pack, Video, Image, Related Searches, Discussions And Forums","0.11,0.11,1.00,0.64,0.64,0.64,0.64,0.64,0.41,0.41,0.41,0.23",90,,
au,lumbar spine pain,lumbar pain,,,,,110,46,0.00,0.00,1760000000,Informational,"Image, People Also Ask, Related Searches, Image Pack, Video, Featured Snippet","0.29,0.22,0.35,0.18,0.22,0.29,0.29,0.35,0.29,0.29,0.04,0.18",80,,
au,lumbar pain relief,lumbar pain,,,,,110,48,0.00,0.00,0,Informational,"Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.06,0.06,0.00,0.06,0.06,0.00,0.81,1.00,0.21,0.81,0.12,1.00",20,,
au,lumbar pain left side,lumbar pain,,,,,90,63,0.43,0.08,200000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links","0.52,0.64,0.52,0.52,0.52,0.52,0.41,0.52,0.41,0.41,0.29,0.52",20,,
au,right lumbar region pain,lumbar pain,,,,,90,40,0.00,0.02,23300000,Informational,"Video, Image, Related Searches, Discussions And Forums, AI Overview, Image Pack","1.00,1.00,0.63,0.63,0.81,0.81,0.63,0.81,0.63,0.63,0.63,0.63",90,,
au,lumbar pain remedy,lumbar pain,,,,,90,63,0.90,0.60,0,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","1.00,0.29,0.29,0.64,0.29,0.82,0.29,0.52,0.64,0.29,0.52,0.52",90,,
au,how to cure lumbar pain,lumbar pain,,,,,50,0,0.86,0.57,,,,"0.18,0.18,0.00,0.00,0.09,0.09,0.81,0.81,0.81,1.00,0.63,0.81",,,
au,treating lumbar pain,lumbar pain,,,,,50,54,0.00,0.00,204000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,1.00,0.22,0.55,0.00,0.00",90,,
au,lumbar spine pain stretches,lumbar pain,,,,,50,0,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.09,1.00,0.81,0.63,1.00,0.81,0.81",,,
au,lumbar pain chiropractic,lumbar pain,,,,,50,0,0.00,0.00,,,,"1.00,0.40,0.80,1.00,1.00",,,
au,lower lumbar pain left side,lumbar pain,,,,,50,52,0.00,0.03,312000000,Informational,"AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, Related Searches","0.09,0.09,0.52,0.09,0.09,0.33,0.33,0.42,0.33,0.33,0.09,0.09",20,,
au,how to help lumbar back pain,lumbar pain,,,,,40,0,0.00,0.24,,,,"1.00,0.14,0.28,0.28,0.14,0.78,0.14,0.14,0.14,0.14,0.14,0.14",,,
au,lower back pain,back pain,,,,,14800,68,0.00,0.00,1190000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","0.81,0.66,0.81,0.81,0.81,0.66,0.81,0.81,0.66,0.66,0.81,0.66",90,,
au,back pain in the lower,back pain,,,,,6600,54,0.91,0.27,650000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.08,0.24,0.00,0.44,0.54,0.29,0.00,0.04,1.00,0.66,0.54,0.44",90,,
au,back stretching exercises for lower back pain,back pain,,,,,6600,29,0.42,0.30,163,Informational,"Image Pack, Site Links, Video, Image, Video Carousel, Related Searches, AI Overview","0.00,0.29,0.16,0.66,0.66,0.29,0.00,0.05,1.00,0.81,0.66,0.54",20,,
au,pain bottom back,back pain,,,,,6600,60,0.91,0.27,1170000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.08,0.24,0.13,0.44,0.54,0.29,0.00,0.04,1.00,0.66,0.54,0.44",90,,
au,back pain,back pain,,,,,5400,73,1.03,0.33,1190000000,Informational,"Video, Image, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.54,0.54,0.81,0.54,0.54,0.54,0.66,0.66,0.54,0.54,0.44,0.44",75,,
au,pain from the back,back pain,,,,,5400,72,1.03,0.33,1180000000,Informational,"Video Carousel, Related Searches, See Results About, AI Overview, Video, Image","1.00,0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.66,0.66,0.54",90,,
au,back is in pain,back pain,,,,,3600,93,1.03,0.33,1190000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.44,0.44,1.00,1.00,0.81,0.53,0.35,0.66,1.00,0.66,0.44,0.53",20,,
au,pains back,back pain,,,,,3600,67,1.03,0.33,1270000000,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview","0.81,0.35,0.81,1.00,0.81,1.00,0.00,0.24,0.81,0.66,0.81,0.66",75,,
au,stretches for lower back pain,back pain,,,,,3600,28,0.00,0.00,751000000,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.19,0.24,0.24,0.24,0.29,0.19,1.00,0.81,0.19,0.19,0.16,0.13",90,,
au,back pain relief,back pain,,,,,2900,39,0.00,0.00,1190000000,Informational,"Related Searches, AI Overview, Image Pack, Video, Image, Video Carousel","0.81,0.54,1.00,0.54,0.54,0.54,0.65,0.65,0.54,0.65,0.54,0.65",90,,
au,lower back pain causes,back pain,,,,,2900,48,0.00,0.00,594000000,Informational,"Discussions And Forums, AI Overview, Video, Image, Video Carousel, Related Searches","0.81,0.65,0.54,0.65,0.65,0.54,0.65,0.65,0.54,0.54,0.54,0.43",90,,
au,aching pain lower left back,back pain,,,,,2400,43,0.37,0.07,28500000,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video","0.65,1.00,0.82,1.00,1.00,0.82,0.04,0.44,1.00,0.65,0.82,0.82",20,,
au,exercises for lower back pain,back pain,,,,,2400,53,0.37,0.52,203,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview","0.65,0.43,0.54,0.54,0.43,0.54,0.65,0.54,0.54,0.54,0.54,0.43",90,,
au,fitness lower back pain,back pain,,,,,2400,45,0.37,0.52,1180000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.66,0.80,1.00,0.80,0.80,0.66,0.03,0.36,0.80,0.66,0.66,0.66",20,,
au,high back pains,back pain,,,,,2400,66,0.94,0.22,225,Informational,"AI Overview, Video, Image, Video Carousel, Related Searches","0.80,0.80,1.00,0.80,0.80,0.66,0.03,0.36,0.66,0.52,0.66,0.52",90,,
au,upper back aches and pains,back pain,,,,,2400,61,0.94,0.22,148,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.66,0.80,1.00,0.80,0.80,0.66,0.03,0.36,0.66,0.52,0.66,0.52",90,,
au,upper back pain,back pain,,,,,2400,62,0.00,0.00,1090000000,Informational,"Featured Snippet, Image, Video Carousel, Related Searches, Discussions And Forums, Image Pack, Video","0.82,0.65,0.82,0.82,0.82,0.82,0.82,0.82,0.65,0.65,0.65,0.65",80,,
au,back pain hip,back pain,,,,,1900,42,0.52,0.13,929000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.66,0.80,1.00,0.80,0.52,0.07,0.03,0.36,0.52,0.52,0.44,0.52",90,,
au,back painful,back pain,,,,,1900,83,1.03,0.33,153,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, AI Overview, Image Pack","1.00,0.43,0.00,0.00,0.00,0.00,0.03,0.29,1.00,0.81,1.00,0.81",20,,
au,low back pain,back pain,,,,,1900,54,0.00,0.00,0,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.23,0.29,0.29,0.66,0.16,0.16,0.16,0.29,0.12,0.16,0.10,0.23",90,,
au,lower back pain exercises,back pain,,,,,1900,26,0.00,0.00,1110000000,Informational,"Image Pack, Video, Image, Video Carousel, Related Searches, AI Overview","0.44,0.35,0.35,0.35,0.35,0.35,0.44,0.35,0.35,0.29,0.24,0.24",90,,
au,lower back pain hip joint pain,back pain,,,,,1900,42,0.52,0.13,546000000,Informational,"Site Links, Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.66,0.80,1.00,0.80,0.52,0.44,0.03,0.36,0.52,0.52,0.44,0.52",20,,
au,lower hip back pain,back pain,,,,,1900,29,0.52,0.13,144,Informational,"Video, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.24,0.80,1.00,0.80,0.52,0.44,0.03,0.36,0.52,0.52,0.44,0.52",90,,
au,back of the skull pain,back pain,,,,,1600,49,0.88,0.10,226000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack","0.66,0.54,0.66,0.79,0.79,1.00,0.05,0.66,0.79,0.66,0.54,0.54",90,,
au,back pain red flags,back pain,,,,,1600,42,0.00,0.00,115000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","0.82,0.44,0.55,0.55,0.65,0.55,0.55,0.65,0.44,0.44,0.44,0.34",90,,
au,best mattress for back pain,back pain,,,,,1600,9,1.69,1.00,208,Commercial,"AI Overview, Site Links, Video, Popular Products, Related Searches, Discussions And Forums","0.84,0.68,0.84,0.68,0.84,0.68,0.84,0.84,0.84,0.84,1.00,0.84",20,,
au,lower back pain relief,back pain,,,,,1600,47,0.00,0.00,1120000000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.66,1.00,0.66,0.54,1.00,0.54,0.66,0.54,0.54,0.54,1.00,0.54",90,,
au,pain lower back causes,back pain,,,,,1600,54,0.26,0.33,384000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","0.16,0.02,0.00,1.00,0.81,0.81,0.03,0.54,0.03,0.02,0.54,0.43",90,,
au,back bottom left side pain,back pain,,,,,1300,45,0.36,0.09,135,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.84,0.68,0.84,1.00,0.00,0.84,0.07,0.68,0.84,0.84,0.84,0.84",20,,
au,back pain at hip,back pain,,,,,1300,34,0.57,0.15,943000000,Informational,"Image, Video Carousel, Discussions And Forums, AI Overview, Image Pack, Video, People Also Ask, Related Searches, Site Links","0.66,0.80,1.00,0.80,0.52,0.07,0.00,0.00,0.00,0.00,0.00,0.00",20,,
au,head pain at the back,back pain,,,,,1300,60,0.88,0.10,790000000,Informational,"Image Pack, Video, Image, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.00,0.24,0.01,1.00,0.19,0.00,0.00,0.00,0.02,0.00,0.00,0.01",90,,
au,lower back pain stretches,back pain,,,,,1300,24,0.00,0.00,1100000000,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.35,0.29,1.00,0.13,0.10,0.13,0.13,0.13,0.13,0.24,0.10,0.10",20,,
au,neck aches and pains,neck pain,,,,,3600,62,0.56,0.38,149,Informational,"Video, Related Searches, AI Overview","1.00,0.54,1.00,1.00,1.00,0.81,0.03,0.29,1.00,0.81,1.00,0.81",90,,
au,neck pain,neck pain,,,,,3600,62,0.00,0.00,1500000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, Related Searches","0.66,0.54,0.66,0.54,0.66,0.54,0.81,0.81,0.66,0.43,0.43,0.43",75,,
au,pain in neck and,neck pain,,,,,2900,64,0.56,0.38,148,Informational,"Related Searches, AI Overview, Video, Image, Video Carousel","0.00,1.00,1.00,1.00,0.81,0.03,0.29,1.00,0.81,1.00,0.81",90,,
au,best pillow for neck pain,neck pain,,,,,1900,13,0.99,1.00,216,Commercial,"Video, Image, Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links","1.00,0.79,0.79,0.66,0.66,0.79,0.79,0.66,0.66,0.66,0.79,0.79",20,,
au,neck is painful,neck pain,,,,,1900,62,0.56,0.38,249000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image, Video Carousel","0.81,0.44,0.81,0.81,0.81,0.66,0.00,0.00,0.00,0.00,0.00,0.00",90,,
au,pillow and neck pain,neck pain,,,,,1900,16,0.98,1.00,55800000,Informational,"Video Carousel, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.79,0.79,0.79,0.79,0.79,0.66,0.08,0.54,1.00,0.79,1.00,0.79",20,,
au,stiff neck and pain,neck pain,,,,,1900,66,0.31,0.11,173000000,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Video","0.82,1.00,0.82,1.00,0.65,0.82,0.07,0.44,0.82,0.65,0.82,0.65",90,,
au,best rated pillow for neck pain,neck pain,,,,,1600,22,0.92,1.00,77500000,Commercial,"Image, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video","1.00,0.79,0.79,0.79,0.79,0.66,0.05,0.66,0.79,0.79,0.66,0.66",20,,
au,correct pillow for neck pain,neck pain,,,,,1300,21,0.92,1.00,102000000,Commercial,"Video, Image, Popular Products, AI Overview, Site Links, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","1.00,0.79,0.79,0.79,0.79,0.66,0.10,0.66,0.04,0.04,0.66,0.66",20,,
au,neck is paining,neck pain,,,,,1300,59,0.80,0.35,149,Informational,"Image, People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.29,1.00,0.81,1.00,0.81",90,,
au,neck pain and headache,neck pain,,,,,1300,45,0.00,0.00,110000000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.81,0.62,0.62,0.62,0.81,0.81,0.62,0.55,1.00,0.62,0.62,0.62",90,,
au,neck pain from shoulder,neck pain,,,,,1300,41,0.00,0.00,496000000,Informational,"People Also Ask, Discussions And Forums, Image Pack, Video Carousel, Related Searches, AI Overview, Site Links, Video, Image","0.84,0.84,1.00,1.00,1.00,0.84,0.07,0.84,1.00,0.84,0.05,0.68",20,,
au,neck pain relief,neck pain,,,,,1300,50,0.00,0.00,1320000000,Informational,"Image Pack, Video, Adwords Bottom, Shopping Ads, People Also Ask, Related Searches, Discussions And Forums, Image, Video Carousel, AI Overview","0.34,0.30,0.34,1.00,0.44,0.30,0.44,0.34,0.44,0.55,0.08,0.44",90,,
au,pillow for neck pain,neck pain,,,,,1300,19,0.96,1.00,80900000,Commercial,"Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Popular Products","0.54,0.36,0.66,0.66,0.41,0.54,0.54,0.54,0.66,1.00,0.41,0.36",20,,
au,top rated pillows for neck pain,neck pain,,,,,1300,0,0.92,1.00,20800000,Commercial,"People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.07,1.00,1.00,1.00,1.00,0.84,0.07,0.84,1.00,1.00,0.84,0.84",,,
au,aching neck pain,neck pain,,,,,1000,63,0.00,0.00,27100000,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","1.00,1.00,1.00,1.00,0.88,0.88,1.00,0.88,0.88,1.00,1.00,1.00",90,,
au,neck and shoulder pain,neck pain,,,,,1000,28,1.02,0.50,591000000,Informational,"Image, People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.54,0.30,0.41,0.54,0.36,0.36,0.54,0.41,0.54,0.20,0.41,0.54",90,,
au,neck pain causes,neck pain,,,,,1000,36,0.00,0.00,1290000000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.76,0.76,0.76,0.76,0.67,0.67,1.00,1.00,1.00,0.76,0.76,1.00",90,,
au,side of neck pain left,neck pain,,,,,1000,50,0.29,0.07,791000000,Informational,"Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","1.00,1.00,1.00,1.00,0.76,0.76,0.24,0.67,0.76,0.76,0.76,0.67",90,,
au,back and neck pain,neck pain,,,,,880,54,0.00,0.00,1150000000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","1.00,1.00,1.00,1.00,0.88,0.88,1.00,0.88,0.88,1.00,0.72,0.14",90,,
au,great pillow for neck pain,neck pain,,,,,880,13,0.92,1.00,27400000,Commercial,"Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask","0.67,0.36,1.00,0.76,0.76,0.76,0.13,0.55,1.00,0.76,0.55,0.67",20,,
au,how to cure neck pain fast,neck pain,,,,,880,39,0.94,0.77,183000000,Informational,"Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","1.00,0.76,0.45,0.67,0.67,0.55,0.67,0.76,0.76,0.45,0.36,0.36",90,,
au,neck pain on left side of neck,neck pain,,,,,880,56,0.29,0.07,1060000000,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel","0.45,1.00,1.00,1.00,0.76,0.76,0.24,0.67,0.08,0.10,0.76,0.67",20,,
au,pillows for neck pain,neck pain,,,,,880,15,0.96,1.00,30600000,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview","1.00,0.36,0.45,0.45,0.45,0.76,1.00,0.55,0.67,0.55,1.00,0.55",20,,
au,best cervical pillow for neck pain,neck pain,,,,,720,18,0.92,1.00,9460000,Commercial,"Discussions And Forums, AI Overview, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.13,0.25,0.46,0.52,0.25,0.52,0.08,0.37,0.46,1.00,0.37,0.46",20,,
au,cause of painful neck,neck pain,,,,,720,47,0.22,0.25,1310000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches","1.00,1.00,1.00,1.00,0.67,0.67,0.67,0.67,0.67,0.54,0.54,0.67",90,,
au,cervical pillow for neck pain,neck pain,,,,,720,20,0.96,1.00,9040000,"Informational, Commercial","Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.76,0.30,0.30,0.45,0.76,0.55,1.00,0.36,0.55,0.55,0.36,0.45",20,,
au,neck muscle pain,neck pain,,,,,720,67,0.00,0.00,826000000,Informational,"AI Overview, Image Pack, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.36,0.62,0.62,0.62,0.62,0.55,0.62,0.20,0.20,0.08,0.04,0.08",90,,
au,stiff neck pain,neck pain,,,,,720,62,0.36,0.09,1020000000,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video, Image","0.62,0.24,0.24,0.62,0.55,0.20,0.81,0.30,0.45,0.36,0.30,0.36",90,,
au,back of neck pain,neck pain,,,,,590,49,0.00,0.00,145,Informational,"Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview, Image Pack, Video","0.20,0.16,0.01,0.76,0.67,0.16,0.30,0.67,0.67,0.55,1.00,0.06",90,,
au,good pillow for neck pain,neck pain,,,,,590,13,0.99,1.00,128000000,"Informational, Commercial","Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, Discussions And Forums, AI Overview","0.45,0.16,0.30,0.20,0.30,0.62,0.81,0.62,0.45,0.30,0.30,0.30",20,,
au,best pillow for neck pain australia,neck pain,,,,,590,8,1.01,1.00,6830000,Commercial,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview","0.81,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,0.81,0.81",20,,
au,neck and head pain,neck pain,,,,,590,68,0.49,0.29,1180000000,Informational,"Image Pack, Image, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.45,0.08,0.62,0.36,0.36,0.30,0.45,0.36,0.30,0.20,0.45,0.36",90,,
au,neck pain exercises,neck pain,,,,,590,51,0.35,0.51,159,Informational,"Video, Image, Video Carousel, Related Searches, AI Overview","0.81,0.66,0.81,0.81,0.81,0.81,0.66,1.00,0.81,1.00,0.81,0.66",90,,
au,posture corrector,posture,,,,,6600,39,1.11,1.00,227,Informational,"See Results About, AI Overview, Image Pack, Site Links, Video, Image, Related Searches","0.81,0.81,0.81,0.81,0.81,0.66,0.54,0.66,0.81,0.66,0.66,0.66",20,,
au,posture,posture,,,,,1900,66,2.77,0.20,352000000,Informational,"Image Pack, Video, Video Carousel, Related Searches, AI Overview","0.44,0.66,0.52,0.52,0.44,0.66,0.52,0.36,0.44,0.66,0.36,0.44",60,,
au,posture brace,posture,,,,,1600,26,0.75,1.00,0,Informational,"Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, Video, Image","1.00,1.00,1.00,0.84,0.84,0.68,0.84,1.00,0.68,0.84,1.00,0.68",20,,
au,how to fix posture,posture,,,,,1300,53,0.83,0.80,237000000,Informational,"Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.81,0.55,1.00,0.81,1.00,0.62,0.81,0.81,0.62,0.81,0.62,0.62",20,,
au,how can you fix bad posture,posture,,,,,1300,60,0.83,0.80,61400000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Video, Video Carousel","0.84,0.68,0.84,0.84,1.00,0.52,0.13,0.52,0.68,0.84,0.68,0.68",90,,
au,posture for yoga,posture,,,,,1300,36,0.97,0.69,221000000,Informational,"See Results About, Discussions And Forums, AI Overview, Video, Video Carousel, People Also Ask, Related Searches","0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.24,0.81,1.00,0.81,0.81",90,,
au,child's posture,posture,,,,,1000,11,0.00,0.00,192000000,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack","0.76,0.67,0.76,0.76,0.67,0.67,0.76,0.67,0.67,0.76,0.76,0.76",75,,
au,how to fix bad posture,posture,,,,,1000,55,0.83,0.80,74200000,Informational,"Site Links, Video, Video Carousel, Related Searches, Discussions And Forums, AI Overview","0.55,1.00,0.67,0.67,0.67,0.55,0.67,0.76,0.76,0.76,0.76,0.67",20,,
